ldraw,bricklink,name,category,colors
111388p01,111388pb01,"Micro Doll, Body Baby / Toddler with Molded Bright Light Yellow Jumpsuit / Coverall Pattern","Micro Doll, Body Part",0
111388p02,111388pb03,"Micro Doll, Body Baby / Toddler with Molded Magenta Jumpsuit / Coverall Pattern","Micro Doll, Body Part",0
111388p03,111388pb02,"Micro Doll, Body Baby / Toddler with Molded Medium Lavender Jumpsuit / Coverall Pattern","Micro Doll, Body Part",0
11153,61678,"Slope, Curved 4 x 1",,36
11156,11156,"Minifigure, Weapon Sword, Elven Warrior Blade with Long Hilt","Minifigure, Weapon",0
11164,-11164,Hero Factory Brain,,0
11164pb01,11164pb01,Hero Factory Brain with Molded Hard Plastic Red Eyes and Spikes Pattern - Flexible Rubber,Hero Factory,0
11187,30284,"Minifigure, Body Wear Footgear Snowshoe - Long Front End",,4
11187a,11187,Minifigure Footgear Snowshoe - Short Front End,"Minifigure, Body Wear",4
112,71182,"Minifigure, Utensil Car Air Horn","Minifigure, Utensil",0
11202,-11202,,,0
11202p01,-11202p01,,,0
11202p01c01,11202c00pb02,Mini Doll Hips and Shorts Folded Hem with Medium Nougat Legs and Magenta Sandals with Bright Light Yellow Soles Pattern - Thick Hinge,,0
11202p02,-11202p02,,,0
11202p03,-11202p03,,,0
11202p04,-11202p04,,,0
11202p05c01,11202c00pb01,Mini Doll Hips and Shorts Folded Hem with Medium Nougat Legs and Lime Sandals with Medium Azure Soles and Straps with Flowers Pattern - Thick Hinge,"Mini Doll, Legs Assembly",0
11203,11203,"Tile, Modified 2 x 2 Inverted","Tile, Modified",21
11203d01,11203pb031,"Tile, Modified 2 x 2 Inverted with SW Scout Trooper Helmet and Tally Marks Pattern (Sticker) - Set 10236",,0
11203d02,11203pb032,"Tile, Modified 2 x 2 Inverted with Aurebesh Characters 'LEIA' and Heart Pattern (Sticker) - Set 10236","Tile, Modified, Decorated",0
11203p01,11203pb013,"Tile, Modified 2 x 2 Inverted with Gift Wrap Medium Blue Bow Pattern","Tile, Modified, Decorated",0
11203p02,11203pb007,"Tile, Modified 2 x 2 Inverted with 4 Orange, Red and Yellow Rounded Squares Pattern","Tile, Modified, Decorated",0
11203pb021,11203pb021,"Tile, Modified 2 x 2 Inverted with White Diamond on Red Background Pattern (Sticker) - Set 75873","Tile, Modified, Decorated",0
11203pb022,11203pb022,"Tile, Modified 2 x 2 Inverted with 'Audi' and 'customer' on Red Background Pattern (Sticker) - Set 75873","Tile, Modified, Decorated",0
11203pb023,11203pb023,"Tile, Modified 2 x 2 Inverted with 'Sport' and 'racing' on Red Background Pattern (Sticker) - Set 75873","Tile, Modified, Decorated",0
11203pb030,11203pb030,"Tile, Modified 2 x 2 Inverted with Pixelated Dark Green, Dark Red, White and Gray Pattern (Minecraft Guardian)","Tile, Modified, Decorated",0
11203pb047,11203pb047,"Tile, Modified 2 x 2 Inverted with Black Dots on Dark Bluish Gray Background Pattern (Sticker) - Set 10266","Tile, Modified, Decorated",0
11203pb048,11203pb048,"Tile, Modified 2 x 2 Inverted with Black and White Machine Pattern 1 (Sticker) - Set 10266","Tile, Modified, Decorated",0
11203pb049,11203pb049,"Tile, Modified 2 x 2 Inverted with Black and White Machine Pattern 2 (Sticker) - Set 10266","Tile, Modified, Decorated",0
11203pb050,11203pb050,"Tile, Modified 2 x 2 Inverted with Black Dots Pattern (Sticker) - Set 10266","Tile, Modified, Decorated",0
11208,11208,"Wheel 14mm D. x 9.9mm with Center Groove, Fake Bolts and 6 Double Spokes",Wheel,4
11208c01,11208c01,"Wheel 14mm D. x 9.9mm with Center Groove, Fake Bolts and 6 Double Spokes with Black Tire 21 X 9.9 (11208 / 11209)",Wheel & Tire Assembly,0
11209,11209,Tire 21 x 9.9,"Wheel, Tire & Tread",1
11211,11211,"Brick, Modified 1 x 2 with Studs on 1 Side","Brick, Modified",24
11212,11212,Plate 3 x 3,Plate,20
11213,11213,"Plate, Round 6 x 6 with Hole","Plate, Round",22
11214,11214,"Technic, Axle  1L with Pin 2L with Friction Ridges","Technic, Axle",2
11215,11215,Bracket 5 x 2 x 1 1/3 with 2 Holes and Bottom Tube,Bracket,12
11216,11216,Door 1 x 12 x 16 Castle Gate (Portcullis),Door,1
11217,11217,"Minifigure, Headgear Helmet SW Clone Trooper (Phase 2)","Minifigure, Headgear",2
11233,11233,"Minifigure, Headgear Mask Wolf, Plain","Minifigure, Headgear",1
11233p01,11233pb01,"Minifigure, Headgear Mask Wolf with Fangs, Scars and White Ears Pattern","Minifigure, Headgear",0
11241,-11241,"Horse, Friends, Foal",,0
11241p01,11241pb01,"Horse, Friends Style, Baby Foal with Reddish Brown Eyes and Black Triple Eyelashes Pattern","Animal, Land",0
11241p02,11241pb02,"Horse, Mini Doll Style, Baby Foal with White Eyes and Black Triple Eyelashes Pattern","Animal, Land",0
11244,-11244,,,0
11244p01,-2712664,,,0
11244p01c01,11244c00pb02,Mini Doll Hips and Skirt Wrap with Light Nougat Legs and Sandals with Magenta Soles and Dark Blue Straps Pattern - Thick Hinge,,0
11244p02,-1858814,,,0
11244p04,-11244p04,,,0
11244p05,-11244p05,,,0
11244p05c01,11244c00pb08,Mini Doll Hips and Skirt Wrap with Tan Layer and Medium Nougat Legs and Feet Pattern - Thick Hinge,,0
11245,11245,"Friends Accessories School Bag, Plain",Friends,1
11245p01,11245pb01,Friends Accessories School Bag with Medium Blue Buckle and Star Pattern,Friends,0
11245p02,11245pb02,Friends Accessories School Bag with Magenta Buckle and Flower & Circles Pattern,Friends,0
11250,11250,"Minifigure, Utensil Gavel","Minifigure, Utensil",1
11252,11252,"Minifigure, Utensil Serving Tray, Oval","Minifigure, Utensil",1
11253,11253,Minifigure Footgear Roller Skate,"Minifigure, Body Wear",10
11255,11255,"Minifigure, Hair Long with Curls (Judge's Peruke)","Minifigure, Hair",1
11256,11256,"Minifigure, Hair Female Short, Wavy with Side Part","Minifigure, Hair",11
11258,11258,"Minifigure, Headgear Cap, Worker","Minifigure, Headgear",3
1126,1126,"Tile, Round 1 x 2 Oval","Tile, Round",16
11260,11260,Minifigure Armor Space with Square Shoulder Protection,"Minifigure, Body Wear",2
11261,11261,"Minifigure, Hair Long with Braided Front","Minifigure, Hair",2
11262,-11262,"Minifigure, Headgear Mask Chicken",,0
11262p01,11262pb01,"Minifigure, Headgear Head Cover, Costume Chicken with Yellow Beak, Red Comb and Wattle Pattern","Minifigure, Headgear",0
11263,11263,Arm Bird Wing,"Minifigure, Body Part",0
11264,-11264,"Minifigure, Hair Short, Straight Cut Fringe with Laurel Wreath",,0
11264p01,11264pb01,"Minifigure, Hair Short, Straight Cut Fringe with Gold Laurel Wreath Pattern","Minifigure, Hair",0
11267,11267,Slide Playground 7 x 12 x 8 1/3 Curved 180 degrees,Slide,15
11268,11268,Hero Factory Armor with Rock Spikes,Hero Factory,2
11269,11269,Hero Factory Helmet Visor with Clip,Hero Factory,0
1126pt0,1126pb002,"Tile, Round 1 x 2 Oval with Land Rover Logo Pattern","Tile, Round, Decorated",0
11270,11270,Hero Factory Head with Handle,Hero Factory,0
11271,11271,Hero Factory Full Torso Armor with 4 Handles,Hero Factory,0
11272,11272,"Technic, Axle Connector 2 x 3 Quadruple","Technic, Connector",1
11273,11273,Hero Factory Shield with Half 'H',Hero Factory,0
11276,11276,Hero Factory Mask (Rocka 2013),Hero Factory,0
11279,11279,Hero Factory Mask (Bulk 2013),Hero Factory,0
11280,11280,Hero Factory Mask (Furno 2013),Hero Factory,1
11281,11281,Hero Factory Mask (Breez 2013),Hero Factory,0
11286,11286,Hero Factory Mask (Scarox),Hero Factory,0
11287,11287,Hero Factory Mask (Pyrox),Hero Factory,1
11289,11289,Windscreen 4 x 4 x 4 2/3 with Bar Handle,Windscreen,3
11290,11290,"Slope, Curved 8 x 2 x 2 Double","Slope, Curved",15
11291,11291,Wedge 3 x 4 x 2/3 Curved with Cutout,Wedge,16
11291dy0,11291pb06,Wedge 3 x 4 x 2/3 Curved with Cutout with Double Yellow Stripes Pattern (Sticker) - Set 75877,"Wedge, Decorated",0
11293,11293,Aircraft Fuselage Forward Top Curved 6 x 8 x 4,Aircraft,10
11295,11295,Aircraft Fuselage Forward Bottom Curved 6 x 8,Aircraft,8
11297,11297,Glass for Aircraft Fuselage Curved Forward 6 x 8 Top,"Window, Glass & Shutter",0
11299,11299,Ladder 16 x 3.5 with Side Supports,Ladder,2
11301,11301,"Slope, Curved 8 x 2 x 2 Inverted Double","Slope, Curved",10
11302,11302,"Hero Factory Weapon Accessory, Flame / Lightning Bolt with Axle Hole",Hero Factory,0
11303,11303,"Minifigure, Headgear Cap - Short Curved Bill with Seams and Hole on Top","Minifigure, Headgear",15
11305,11305,"Hero Factory Weapon, Blade with Curved Tip",Hero Factory,2
11329,11329,Rancor Claw,"Animal, Body Part",2
11334,11334,Hero Factory Armor with Spikes,Hero Factory,4
11336,11336,"Hero Factory Weapon, Axe Head Double Spiked",Hero Factory,1
11338,11338,"Hero Factory Weapon, Axe / Sword with Jagged Blade",Hero Factory,1
11399,11399,"Plate, Modified 4 x 4 with 2 Open O Clips (Horizontal Grip)","Plate, Modified",7
114,3848,"Minifigure, Weapon Halberd",,7
11403,-11403,,,0
11403p01,11202c00pb02,Mini Doll Hips and Shorts Folded Hem with Medium Nougat Legs and Magenta Sandals with Bright Light Yellow Soles Pattern - Thick Hinge,"Mini Doll, Legs Assembly",0
11403p02,11202c00pb03,Mini Doll Hips and Shorts Folded Hem with Light Nougat Legs and Magenta Sandals with Dark Pink Soles Pattern - Thick Hinge,"Mini Doll, Legs Assembly",0
11403p03,11202c00pb04,Mini Doll Hips and Shorts Folded Hem with Medium Nougat Legs and Tan Shoes with Magenta Stripes Pattern - Thick Hinge,"Mini Doll, Legs Assembly",0
11403p04,11202c00pb06,Mini Doll Hips and Shorts Folded Hem with Light Nougat Legs and Yellow Shoes with White Soles and Sand Blue Laces Pattern - Thick Hinge,"Mini Doll, Legs Assembly",0
11407,-11407,,,0
11407p01,11244c00pb02,Mini Doll Hips and Skirt Wrap with Light Nougat Legs and Sandals with Magenta Soles and Dark Blue Straps Pattern - Thick Hinge,"Mini Doll, Legs Assembly",0
11407p02,11244c00pb03,Mini Doll Hips and Skirt Wrap with Light Nougat Legs and Sandals with Medium Lavender Soles and Medium Azure Straps Pattern - Thick Hinge,"Mini Doll, Legs Assembly",0
11407p04,11244c00pb05,"Mini Doll Hips and Skirt Wrap with Blue Layer, Light Nougat Legs, and Sandals with Dark Azure Soles and Silver Straps Pattern - Thick Hinge","Mini Doll, Legs Assembly",0
11407p05,11244c00pb08,Mini Doll Hips and Skirt Wrap with Tan Layer and Medium Nougat Legs and Feet Pattern - Thick Hinge,"Mini Doll, Legs Assembly",0
11408,-11408,,,0
11418,-11418,"Minifigure, Headgear Head Top, Goblin with Ears",,0
11437,11437,"Minifigure, Helmet Ninja Horn Elaborate","Minifigure, Headgear Accessory",6
11438,11438,Minifigure Armor Shoulder Pads with Ridges,"Minifigure, Body Wear",4
11439,11439,"Minifigure, Weapon Sword Blade with Jagged Edges and Bar End","Minifigure, Weapon",0
11439p01,11439pb01,"Minifigure, Weapon Sword Blade with Jagged Edges and Bar End with Marbled White Pattern","Minifigure, Weapon",0
11439p02,11439pb02,"Minifigure, Weapon Sword Blade with Jagged Edges and Bar End with Marbled Trans-Brown Pattern","Minifigure, Weapon",0
11439p03,11439pb03,"Minifigure, Weapon Sword Blade with Jagged Edges and Bar End with Marbled Trans-Red Pattern","Minifigure, Weapon",0
11439p04,11439pb04,"Minifigure, Weapon Sword Blade with Jagged Edges and Bar End with Marbled Trans-Medium Blue Pattern","Minifigure, Weapon",0
11455,11455,"Technic, Pin Connector Perpendicular 2 x 4 Bent","Technic, Connector",4
11458,11458,"Plate, Modified 1 x 2 with Pin Hole on Top","Plate, Modified",23
11459,,minifig plunger,,0
11459p01,11251pb01,"Minifigure, Utensil Plunger with Molded Flexible Rubber Red Cup Pattern",,0
11459p02,11251pb01,"Minifigure, Utensil Plunger with Molded Flexible Rubber Red Cup Pattern",,0
11467,-11435,Eagle Body,,0
11467p01,11435pb01,"Eagle Body with Beak, Eyes and Dark Brown Tail Feathers Pattern","Animal, Body Part, Decorated",0
11467p02,11435pb02,"Eagle Body with Beak, Eyes and Dark Brown Head and Tail Feathers Pattern","Animal, Body Part, Decorated",0
11476,11476,"Plate, Modified 1 x 2 with Clip on Side (Horizontal Grip)","Plate, Modified",26
11477,11477,"Slope, Curved 2 x 1 x 2/3","Slope, Curved",38
11477d00,11477pb165l,"Slope, Curved 2 x 1 x 2/3 with Red Curved Lines Taillights Pattern Model Left Side (Sticker) - Set 75880","Slope, Curved, Decorated",0
11477d01,11477pb045,"Slope, Curved 2 x 1 x 2/3 with VW Beetle Taillight Pattern (Sticker) - Set 40252","Slope, Curved, Decorated",0
11477d02,11477pb162r,"Slope, Curved 2 x 1 x 2/3 with Black Triangle and Dark Orange Stripe Pattern Model Right Side (Sticker) - Set 75880","Slope, Curved, Decorated",0
11477d03,11477pb162l,"Slope, Curved 2 x 1 x 2/3 with Black Triangle and Dark Orange Stripe Pattern Model Left Side (Sticker) - Set 75880","Slope, Curved, Decorated",0
11477d07,11477pb241l,"Slope, Curved 2 x 1 x 2/3 with Black and Dark Bluish Gray Taillight with White Highlight Pattern Model Left Side (Sticker) - Set 75882","Slope, Curved, Decorated",0
11477d0c,11477pb163l,"Slope, Curved 2 x 1 x 2/3 with Black Curved Line and Dark Bluish Gray Air Vent Pattern Model Left Side (Sticker) - Set 75880","Slope, Curved, Decorated",0
11477d0d,11477pb110r,"Slope, Curved 2 x 1 x 2/3 with Dark Blue, Blue, and White Triangles Pattern Model Right Side (Sticker) - Set 75885","Slope, Curved, Decorated",0
11477d0e,11477pb110l,"Slope, Curved 2 x 1 x 2/3 with Blue and White Triangles on Dark Blue Background Pattern Model Left Side (Sticker) - Set 75885","Slope, Curved, Decorated",0
11477d0g,11477pb101r,"Slope, Curved 2 x 1 x 2/3 with 'Capital Source' Pattern Model Right Side (Sticker) - Set 75886","Slope, Curved, Decorated",0
11477d0u,11477pb183l,"Slope, Curved 2 x 1 x 2/3 with Black, Light Bluish Gray and Black Stripes Pattern Model Left Side (Sticker) - Set 75888","Slope, Curved, Decorated",0
11477d0w,11477pb183r,"Slope, Curved 2 x 1 x 2/3 with Black, Light Bluish Gray and Black Stripes Pattern Model Right Side (Sticker) - Set 75888","Slope, Curved, Decorated",0
11477dy0,11477pb023r,"Slope, Curved 2 x 1 x 2/3 with Corvette Taillight Pattern Model Right Side (Sticker) - Set 75870","Slope, Curved, Decorated",0
11477dy1,11477pb023l,"Slope, Curved 2 x 1 x 2/3 with Corvette Taillight Pattern Model Left Side (Sticker) - Set 75870","Slope, Curved, Decorated",0
11477dy2,11477pb024r,"Slope, Curved 2 x 1 x 2/3 with Chevrolet Corvette Upper Headlight Pattern Model Right Side (Sticker) - Set 75870","Slope, Curved, Decorated",0
11477dy3,11477pb024l,"Slope, Curved 2 x 1 x 2/3 with Chevrolet Corvette Upper Headlight Pattern Model Left Side (Sticker) - Set 75870","Slope, Curved, Decorated",0
11477dy4,11477pb025l,"Slope, Curved 2 x 1 x 2/3 with Thin Red Stripe on Thick Black Stripe on Yellow Background Pattern Model Left Side (Sticker) - Set 75870","Slope, Curved, Decorated",0
11477dy5,11477pb025r,"Slope, Curved 2 x 1 x 2/3 with Thin Red Stripe on Thick Black Stripe on Yellow Background Pattern Model Right Side (Sticker) - Set 75870","Slope, Curved, Decorated",0
11477dy6,11477pb102r,"Slope, Curved 2 x 1 x 2/3 with Headlight on Blue Background Pattern Model Right Side (Sticker) - Set 75878","Slope, Curved, Decorated",0
11477dy7,11477pb102l,"Slope, Curved 2 x 1 x 2/3 with Headlight on Blue Background Pattern Model Left Side (Sticker) - Set 75878","Slope, Curved, Decorated",0
11477dy8,11477pb103r,"Slope, Curved 2 x 1 x 2/3 with Black Bumper and Silver Stripe on Blue Background Pattern Model Right Side (Sticker) - Set 75878","Slope, Curved, Decorated",0
11477dy9,11477pb103l,"Slope, Curved 2 x 1 x 2/3 with Black Bumper and Silver Stripe on Blue Background Pattern Model Left Side (Sticker) - Set 75878","Slope, Curved, Decorated",0
11477dya,11477pb178r,"Slope, Curved 2 x 1 x 2/3 with Black Triangle and Red Arrow Pattern Model Right Side (Sticker) - Set 75872","Slope, Curved, Decorated",0
11477dyb,11477pb181,"Slope, Curved 2 x 1 x 2/3 with Dark Bluish Gray Gradient on Black Background Pattern (Sticker) - Set 75872","Slope, Curved, Decorated",0
11477dyc,11477pb178l,"Slope, Curved 2 x 1 x 2/3 with Black Triangle and Red Arrow Pattern Model Left Side (Sticker) - Set 75872","Slope, Curved, Decorated",0
11477dyd,11477pb143r,"Slope, Curved 2 x 1 x 2/3 with Light Bluish Gray Triangle and Red 'P1' on Black Background Pattern Model Right Side (Sticker) - Set 75872","Slope, Curved, Decorated",0
11477dye,11477pb143l,"Slope, Curved 2 x 1 x 2/3 with Light Bluish Gray Triangle and Red 'P1' on Black Background Pattern Model Left Side (Sticker) - Set 75872","Slope, Curved, Decorated",0
11477dyf,11477pb146r,"Slope, Curved 2 x 1 x 2/3 with 6 Silver Round Headlights on Black Background Pattern Model Right Side (Sticker) - Set 75872","Slope, Curved, Decorated",0
11477dyg,11477pb146l,"Slope, Curved 2 x 1 x 2/3 with 6 Silver Round Headlights on Black Background Pattern Model Left Side (Sticker) - Set 75872","Slope, Curved, Decorated",0
11477dyh,11477pb145,"Slope, Curved 2 x 1 x 2/3 with 3 Black Markings Pattern (Sticker) - Set 75872","Slope, Curved, Decorated",0
11477dyi,11477pb054l,"Slope, Curved 2 x 1 x 2/3 with Red Taillights Pattern Model Left Side (Sticker) - Set 75873","Slope, Curved, Decorated",0
11477dyj,11477pb054r,"Slope, Curved 2 x 1 x 2/3 with Red Taillights Pattern Model Right Side (Sticker) - Set 75873","Slope, Curved, Decorated",0
11477dyk,11477pb026r,"Slope, Curved 2 x 1 x 2/3 with Thin Black Curved Stripe on Red Background Pattern Model Right Side (Sticker) - Set 75874","Slope, Curved, Decorated",0
11477dyl,11477pb026l,"Slope, Curved 2 x 1 x 2/3 with Thin Black Curved Stripe on Red Background Pattern Model Left Side (Sticker) - Set 75874","Slope, Curved, Decorated",0
11477dym,11477pb027l,"Slope, Curved 2 x 1 x 2/3 with Chevrolet Camaro Car Taillight Pattern Model Left Side (Sticker) - Set 75874","Slope, Curved, Decorated",0
11477dyn,11477pb027r,"Slope, Curved 2 x 1 x 2/3 with Chevrolet Camaro Car Taillight Pattern Model Right Side (Sticker) - Set 75874","Slope, Curved, Decorated",0
11477dyo,11477pb064r,"Slope, Curved 2 x 1 x 2/3 with Headlight and 2 Red Stripes Pattern Model Right Side (Sticker) - Set 75876","Slope, Curved, Decorated",0
11477dyp,11477pb064l,"Slope, Curved 2 x 1 x 2/3 with Headlight and 2 Red Stripes Pattern Model Left Side (Sticker) - Set 75876","Slope, Curved, Decorated",0
11477dyq,11477pb067r,"Slope, Curved 2 x 1 x 2/3 with Dark Bluish Gray Markings Pattern Model Back Right Side (Sticker) - Set 75876","Slope, Curved, Decorated",0
11477dyr,11477pb068,"Slope, Curved 2 x 1 x 2/3 with Black and Dark Bluish Gray Markings Pattern (Sticker) - Set 75876","Slope, Curved, Decorated",0
11477dys,11477pb067l,"Slope, Curved 2 x 1 x 2/3 with Dark Bluish Gray Markings Pattern Model Back Left Side (Sticker) - Set 75876","Slope, Curved, Decorated",0
11477dyv,11477pb066r,"Slope, Curved 2 x 1 x 2/3 with Dark Bluish Gray Markings Pattern Model Front Right Side (Sticker) - Set 75876","Slope, Curved, Decorated",0
11477dyw,11477pb066l,"Slope, Curved 2 x 1 x 2/3 with Dark Bluish Gray Markings Pattern Model Front Left Side (Sticker) - Set 75876","Slope, Curved, Decorated",0
11477dyx,11477pb118,"Slope, Curved 2 x 1 x 2/3 with Ferrari Logo and Stripes Pattern (Sticker) - Set 75879","Slope, Curved, Decorated",0
11477dyy,11477pb163r,"Slope, Curved 2 x 1 x 2/3 with Black Curved Line and Dark Bluish Gray Air Vent Pattern Model Right Side (Sticker) - Set 75880","Slope, Curved, Decorated",0
